conf_abbr	date	game_location	game_result	game_streak	losses	notes	opp_name	opp_points	points	school_name	ties	time_game	wins
Pac-10	1979-01-01	@	L	L 1	2	Rose Bowl (Rose Bowl (Pasadena, CA))	(3) USC	17	10	(5) Michigan	0		10
Big Ten	1979-09-08		W	W 1	0		Northwestern	7	49	(7) Michigan	0		1
Ind	1979-09-15		L	L 1	1		(9) Notre Dame	12	10	(6) Michigan	0		1
Big 8	1979-09-22		W	W 1	1		Kansas	7	28	(11) Michigan	0		2
Pac-10	1979-09-29	@	W	W 2	1		California	10	14	(11) Michigan	0		3
Big Ten	1979-10-06	@	W	W 3	1		(16) Michigan State	7	21	(11) Michigan	0		4
Big Ten	1979-10-13		W	W 4	1		Minnesota	21	31	(11) Michigan	0		5
Big Ten	1979-10-20	@	W	W 5	1		Illinois	7	27	(11) Michigan	0		6
Big Ten	1979-10-27		W	W 6	1		Indiana	21	27	(10) Michigan	0		7
Big Ten	1979-11-03		W	W 7	1		Wisconsin	0	54	(10) Michigan	0		8
Big Ten	1979-11-10	@	L	L 1	2		(14) Purdue	24	21	(10) Michigan	0		8
Big Ten	1979-11-17		L	L 2	3		(2) Ohio State	18	15	(13) Michigan	0		8
ACC	1979-12-28	N	L	L 3	4	Gator Bowl (Gator Bowl (Jacksonville, FL))	North Carolina	17	15	(14) Michigan	0		8
Big Ten	1980-09-13		W	W 1	0		Northwestern	10	17	(11) Michigan	0		1
Ind	1980-09-20	@	L	L 1	1		(8) Notre Dame	29	27	(14) Michigan	0		1
Ind	1980-09-27		L	L 2	2		South Carolina	17	14	(17) Michigan	0		1
Pac-10	1980-10-04		W	W 1	2		California	13	38	Michigan	0		2
Big Ten	1980-10-11		W	W 2	2		Michigan State	23	27	Michigan	0		3
Big Ten	1980-10-18	@	W	W 3	2		Minnesota	14	37	Michigan	0		4
Big Ten	1980-10-25		W	W 4	2		Illinois	14	45	Michigan	0		5
Big Ten	1980-11-01	@	W	W 5	2		Indiana	0	35	(18) Michigan	0		6
Big Ten	1980-11-08	@	W	W 6	2		Wisconsin	0	24	(12) Michigan	0		7
Big Ten	1980-11-15		W	W 7	2		(16) Purdue	0	26	(11) Michigan	0		8
Big Ten	1980-11-22	@	W	W 8	2		(5) Ohio State	3	9	(10) Michigan	0		9
Pac-10	1981-01-01	N	W	W 9	2	Rose Bowl (Rose Bowl (Pasadena, CA))	(16) Washington	6	23	(5) Michigan	0		10
Big Ten	1981-09-12	@	L	L 1	1		Wisconsin	21	14	(1) Michigan	0		0
Ind	1981-09-19		W	W 1	1		(1) Notre Dame	7	25	(11) Michigan	0		1
Ind	1981-09-26		W	W 2	1		Navy	16	21	(7) Michigan	0		2
Big Ten	1981-10-03	@	W	W 3	1		Indiana	17	38	(8) Michigan	0		3
Big Ten	1981-10-10	@	W	W 4	1		Michigan State	20	38	(6) Michigan	0		4
Big Ten	1981-10-17		L	L 1	2		(12) Iowa	9	7	(5) Michigan	0		4
Big Ten	1981-10-24		W	W 1	2		Northwestern	0	38	(18) Michigan	0		5
Big Ten	1981-10-31	@	W	W 2	2		Minnesota	13	34	(15) Michigan	0		6
Big Ten	1981-11-07		W	W 3	2		Illinois	21	70	(12) Michigan	0		7
Big Ten	1981-11-14	@	W	W 4	2		Purdue	10	28	(11) Michigan	0		8
Big Ten	1981-11-21		L	L 1	3		Ohio State	14	9	(7) Michigan	0		8
Pac-10	1981-12-31	N	W	W 1	3	Bluebonnet Bowl (Bluebonnet Bowl (Houston, TX))	(19) UCLA	14	33	(16) Michigan	0		9
Big Ten	1982-09-11		W	W 1	0		Wisconsin	9	20	(12) Michigan	0		1
Ind	1982-09-18	@	L	L 1	1		(20) Notre Dame	23	17	(10) Michigan	0		1
Pac-10	1982-09-25		L	L 2	2		(12) UCLA	31	27	(20) Michigan	0		1
Big Ten	1982-10-02		W	W 1	2		Indiana	10	24	Michigan	0		2
Big Ten	1982-10-09		W	W 2	2		Michigan State	17	31	Michigan	0		3
Big Ten	1982-10-16	@	W	W 3	2		Iowa	7	29	Michigan	0		4
Big Ten	1982-10-23	@	W	W 4	2		Northwestern	14	49	Michigan	0		5
Big Ten	1982-10-30		W	W 5	2		Minnesota	14	52	(20) Michigan	0		6
Big Ten	1982-11-06	@	W	W 6	2		Illinois	10	16	(15) Michigan	0		7
Big Ten	1982-11-13		W	W 7	2		Purdue	21	52	(14) Michigan	0		8
Big Ten	1982-11-20	@	L	L 1	3		Ohio State	24	14	(13) Michigan	0		8
Pac-10	1983-01-01	@	L	L 2	4	Rose Bowl (Rose Bowl (Pasadena, CA))	(5) UCLA	24	14	(19) Michigan	0		8
Pac-10	1983-09-10		W	W 1	0		Washington State	17	20	(6) Michigan	0		1
Pac-10	1983-09-17	@	L	L 1	1		(16) Washington	25	24	(8) Michigan	0		1
Big Ten	1983-09-24	@	W	W 1	1		Wisconsin	21	38	(17) Michigan	0		2
Big Ten	1983-10-01		W	W 2	1		Indiana	18	43	(14) Michigan	0		3
Big Ten	1983-10-08	@	W	W 3	1		Michigan State	0	42	(14) Michigan	0		4
Big Ten	1983-10-15		W	W 4	1		Northwestern	0	35	(13) Michigan	0		5
Big Ten	1983-10-22		W	W 5	1		(12) Iowa	13	16	(10) Michigan	0		6
Big Ten	1983-10-29	@	L	L 1	2		(9) Illinois	16	6	(8) Michigan	0		6
Big Ten	1983-11-05		W	W 1	2		Purdue	10	42	(13) Michigan	0		7
Big Ten	1983-11-12	@	W	W 2	2		Minnesota	10	58	(9) Michigan	0		8
Big Ten	1983-11-19		W	W 3	2		(10) Ohio State	21	24	(8) Michigan	0		9
SEC	1984-01-02	N	L	L 1	3	Sugar Bowl (Sugar Bowl (New Orleans, LA))	(3) Auburn	9	7	(8) Michigan	0		9
Ind	1984-09-08		W	W 1	0		(1) Miami (FL)	14	22	(14) Michigan	0		1
Pac-10	1984-09-15		L	L 1	1		(16) Washington	20	11	(3) Michigan	0		1
Big Ten	1984-09-22		W	W 1	1		Wisconsin	14	20	(16) Michigan	0		2
Big Ten	1984-09-29	@	W	W 2	1		Indiana	6	14	(14) Michigan	0		3
Big Ten	1984-10-06		L	L 1	2		Michigan State	19	7	(13) Michigan	0		3
Big Ten	1984-10-13		W	W 1	2		Northwestern	0	31	Michigan	0		4
Big Ten	1984-10-20	@	L	L 1	3		(18) Iowa	26	0	Michigan	0		4
Big Ten	1984-10-27		W	W 1	3		Illinois	18	26	Michigan	0		5
Big Ten	1984-11-03	@	L	L 1	4		Purdue	31	29	Michigan	0		5
Big Ten	1984-11-10		W	W 1	4		Minnesota	7	31	Michigan	0		6
Big Ten	1984-11-17	@	L	L 1	5		(11) Ohio State	21	6	Michigan	0		6
WAC	1984-12-21	N	L	L 2	6	Holiday Bowl (Holiday Bowl (San Diego, CA))	(1) Brigham Young	24	17	Michigan	0		6
Ind	1985-09-14		W	W 1	0		(13) Notre Dame	12	20	Michigan	0		1
Ind	1985-09-21	@	W	W 2	0		(15) South Carolina	3	34	(19) Michigan	0		2
ACC	1985-09-28		W	W 3	0		(17) Maryland	0	20	(12) Michigan	0		3
Big Ten	1985-10-05		W	W 4	0		Wisconsin	6	33	(7) Michigan	0		4
Big Ten	1985-10-12	@	W	W 5	0		Michigan State	0	31	(3) Michigan	0		5
Big Ten	1985-10-19	@	L	L 1	1		(1) Iowa	12	10	(2) Michigan	0		5
Big Ten	1985-10-26		W	W 1	1		Indiana	15	42	(4) Michigan	0		6
Big Ten	1985-11-02	@	T	T 1	1		Illinois	3	3	(4) Michigan	1		6
Big Ten	1985-11-09		W	W 1	1		Purdue	0	47	(9) Michigan	1		7
Big Ten	1985-11-16	@	W	W 2	1		Minnesota	7	48	(8) Michigan	1		8
Big Ten	1985-11-23		W	W 3	1		(12) Ohio State	17	27	(6) Michigan	1		9
Big 8	1986-01-01	N	W	W 4	1	Fiesta Bowl (Fiesta Bowl (Tempe, AZ))	(7) Nebraska	23	27	(5) Michigan	1		10
Ind	1986-09-13	@	W	W 1	0		Notre Dame	23	24	(3) Michigan	0		1
Pac-10	1986-09-20		W	W 2	0		Oregon State	12	31	(3) Michigan	0		2
Ind	1986-09-27		W	W 3	0		(20) Florida State	18	20	(5) Michigan	0		3
Big Ten	1986-10-04	@	W	W 4	0		Wisconsin	17	34	(4) Michigan	0		4
Big Ten	1986-10-11		W	W 5	0		Michigan State	6	27	(4) Michigan	0		5
Big Ten	1986-10-18		W	W 6	0		(8) Iowa	17	20	(4) Michigan	0		6
Big Ten	1986-10-25	@	W	W 7	0		Indiana	14	38	(4) Michigan	0		7
Big Ten	1986-11-01		W	W 8	0		Illinois	13	69	(3) Michigan	0		8
Big Ten	1986-11-08	@	W	W 9	0		Purdue	7	31	(3) Michigan	0		9
Big Ten	1986-11-15		L	L 1	1		Minnesota	20	17	(2) Michigan	0		9
Big Ten	1986-11-22	@	W	W 1	1		(7) Ohio State	24	26	(6) Michigan	0		10
WAC	1986-12-06	@	W	W 2	1		Hawaii	10	27	(4) Michigan	0		11
Pac-10	1987-01-01	N	L	L 1	2	Rose Bowl (Rose Bowl (Pasadena, CA))	(7) Arizona State	22	15	(4) Michigan	0		11
Ind	1987-09-12		L	L 1	1		(16) Notre Dame	26	7	(9) Michigan	0		0
Pac-10	1987-09-19		W	W 1	1		Washington State	18	44	(19) Michigan	0		1
PCAA	1987-09-26		W	W 2	1		Long Beach State	0	49	(14) Michigan	0		2
Big Ten	1987-10-03		W	W 3	1		Wisconsin	0	49	(12) Michigan	0		3
Big Ten	1987-10-10	@	L	L 1	2		Michigan State	17	11	(12) Michigan	0		3
Big Ten	1987-10-17		W	W 1	2		Iowa	10	37	Michigan	0		4
Big Ten	1987-10-24	@	L	L 1	3		(15) Indiana	14	10	(20) Michigan	0		4
Big Ten	1987-10-31		W	W 1	3		Northwestern	6	29	Michigan	0		5
Big Ten	1987-11-07	@	W	W 2	3		Minnesota	20	30	Michigan	0		6
Big Ten	1987-11-14	@	W	W 3	3		Illinois	14	17	Michigan	0		7
Big Ten	1987-11-21		L	L 1	4		Ohio State	23	20	Michigan	0		7
SEC	1988-01-02	N	W	W 1	4	Hall of Fame Bowl (Hall of Fame Bowl (Tampa, FL))	Alabama	24	28	Michigan	0		8
Ind	1988-09-10	@	L	L 1	1		(13) Notre Dame	19	17	(9) Michigan	0		0
Ind	1988-09-17		L	L 2	2		(1) Miami (FL)	31	30	(15) Michigan	0		0
ACC	1988-09-24		W	W 1	2		Wake Forest	9	19	(19) Michigan	0		1
Big Ten	1988-10-01	@	W	W 2	2		Wisconsin	14	62	(19) Michigan	0		2
Big Ten	1988-10-08		W	W 3	2		Michigan State	3	17	(17) Michigan	0		3
Big Ten	1988-10-15	@	T	T 1	2		Iowa	17	17	(15) Michigan	1		3
Big Ten	1988-10-22		W	W 1	2		(14) Indiana	6	31	(20) Michigan	1		4
Big Ten	1988-10-29	@	W	W 2	2		Northwestern	7	52	(14) Michigan	1		5
Big Ten	1988-11-05		W	W 3	2		Minnesota	7	22	(14) Michigan	1		6
Big Ten	1988-11-12		W	W 4	2		Illinois	9	38	(13) Michigan	1		7
Big Ten	1988-11-19	@	W	W 5	2		Ohio State	31	34	(12) Michigan	1		8
Pac-10	1989-01-02	@	W	W 6	2	Rose Bowl (Rose Bowl (Pasadena, CA))	(5) USC	14	22	(11) Michigan	1		9
Ind	1989-09-16		L	L 1	1		(1) Notre Dame	24	19	(2) Michigan	0		0
Pac-10	1989-09-23	@	W	W 1	1		(24) UCLA	23	24	(5) Michigan	0		1
ACC	1989-09-30		W	W 2	1		Maryland	21	41	(6) Michigan	0		2
Big Ten	1989-10-07		W	W 3	1		Wisconsin	0	24	(5) Michigan	0		3
Big Ten	1989-10-14	@	W	W 4	1		(21) Michigan State	7	10	(5) Michigan	0		4
Big Ten	1989-10-21	@	W	W 5	1		Iowa	12	26	(5) Michigan	0		5
Big Ten	1989-10-28		W	W 6	1		Indiana	10	38	(5) Michigan	0		6
Big Ten	1989-11-04		W	W 7	1		Purdue	27	42	(4) Michigan	0		7
Big Ten	1989-11-11	@	W	W 8	1		(8) Illinois	10	24	(3) Michigan	0		8
Big Ten	1989-11-18	@	W	W 9	1		Minnesota	15	49	(3) Michigan	0		9
Big Ten	1989-11-25		W	W 10	1		(20) Ohio State	18	28	(3) Michigan	0		10
Pac-10	1990-01-01	@	L	L 1	2	Rose Bowl (Rose Bowl (Pasadena, CA))	(12) USC	17	10	(3) Michigan	0		10
Ind	1990-09-15	@	L	L 1	1		(1) Notre Dame	28	24	(4) Michigan	0		0
Pac-10	1990-09-22		W	W 1	1		UCLA	15	38	(7) Michigan	0		1
ACC	1990-09-29		W	W 2	1		Maryland	17	45	(6) Michigan	0		2
Big Ten	1990-10-06	@	W	W 3	1		Wisconsin	3	41	(3) Michigan	0		3
Big Ten	1990-10-13		L	L 1	2		Michigan State	28	27	(1) Michigan	0		3
Big Ten	1990-10-20		L	L 2	3		(22) Iowa	24	23	(10) Michigan	0		3
Big Ten	1990-10-27	@	W	W 1	3		Indiana	19	45	(20) Michigan	0		4
Big Ten	1990-11-03	@	W	W 2	3		Purdue	13	38	(20) Michigan	0		5
Big Ten	1990-11-10		W	W 3	3		(17) Illinois	17	22	(19) Michigan	0		6
Big Ten	1990-11-17		W	W 4	3		Minnesota	18	35	(16) Michigan	0		7
Big Ten	1990-11-24	@	W	W 5	3		(19) Ohio State	13	16	(15) Michigan	0		8
SEC	1991-01-01	N	W	W 6	3	Gator Bowl (Gator Bowl (Jacksonville, FL))	(15) Ole Miss	3	35	(12) Michigan	0		9
Big East	1991-09-07	@	W	W 1	0		Boston College	13	35	(2) Michigan	0		1
Ind	1991-09-14		W	W 2	0		(7) Notre Dame	14	24	(3) Michigan	0		2
Ind	1991-09-28		L	L 1	1		(1) Florida State	51	31	(3) Michigan	0		2
Big Ten	1991-10-05	@	W	W 1	1		(9) Iowa	24	43	(7) Michigan	0		3
Big Ten	1991-10-12	@	W	W 2	1		Michigan State	28	45	(5) Michigan	0		4
Big Ten	1991-10-19		W	W 3	1		Indiana	16	24	(4) Michigan	0		5
Big Ten	1991-10-25	@	W	W 4	1		Minnesota	6	52	(4) Michigan	0		6
Big Ten	1991-11-02		W	W 5	1		Purdue	0	42	(4) Michigan	0		7
Big Ten	1991-11-09		W	W 6	1		Northwestern	14	59	(4) Michigan	0		8
Big Ten	1991-11-16	@	W	W 7	1		(25) Illinois	0	20	(4) Michigan	0		9
Big Ten	1991-11-23		W	W 8	1		(18) Ohio State	3	31	(4) Michigan	0		10
Pac-10	1992-01-01	N	L	L 1	2	Rose Bowl (Rose Bowl (Pasadena, CA))	(2) Washington	34	14	(4) Michigan	0		10
Ind	1992-09-12	@	T	T 1	0		(3) Notre Dame	17	17	(6) Michigan	1		0
Big 8	1992-09-19		W	W 1	0		Oklahoma State	3	35	(6) Michigan	1		1
SWC	1992-09-26		W	W 2	0		Houston	7	61	(4) Michigan	1		2
Big Ten	1992-10-03		W	W 3	0		Iowa	28	52	(4) Michigan	1		3
Big Ten	1992-10-10		W	W 4	0		Michigan State	10	35	(3) Michigan	1		4
Big Ten	1992-10-17	@	W	W 5	0		Indiana	3	31	(3) Michigan	1		5
Big Ten	1992-10-24		W	W 6	0		Minnesota	13	63	(3) Michigan	1		6
Big Ten	1992-10-31	@	W	W 7	0		Purdue	17	24	(3) Michigan	1		7
Big Ten	1992-11-07	@	W	W 8	0		Northwestern	7	40	(4) Michigan	1		8
Big Ten	1992-11-14		T	T 1	0		Illinois	22	22	(3) Michigan	2		8
Big Ten	1992-11-21	@	T	T 2	0		(17) Ohio State	13	13	(6) Michigan	3		8
Pac-10	1993-01-01	N	W	W 1	0	Rose Bowl (Rose Bowl (Pasadena, CA))	(9) Washington	31	38	(7) Michigan	3		9
Pac-10	1993-09-04		W	W 1	0		Washington State	14	41	(3) Michigan	0		1
Ind	1993-09-11		L	L 1	1		(11) Notre Dame	27	23	(3) Michigan	0		1
SWC	1993-09-25		W	W 1	1		Houston	21	42	(8) Michigan	0		2
Big Ten	1993-10-02		W	W 2	1		Iowa	7	24	(8) Michigan	0		3
Big Ten	1993-10-09	@	L	L 1	2		Michigan State	17	7	(9) Michigan	0		3
Big Ten	1993-10-16	@	W	W 1	2		(7) Penn State	13	21	(18) Michigan	0		4
Big Ten	1993-10-23		L	L 1	3		Illinois	24	21	(13) Michigan	0		4
Big Ten	1993-10-30	@	L	L 2	4		(21) Wisconsin	13	10	(24) Michigan	0		4
Big Ten	1993-11-06		W	W 1	4		Purdue	10	25	Michigan	0		5
Big Ten	1993-11-13	@	W	W 2	4		Minnesota	7	58	Michigan	0		6
Big Ten	1993-11-20		W	W 3	4		(5) Ohio State	0	28	Michigan	0		7
ACC	1994-01-01	N	W	W 4	4	Hall of Fame Bowl (Hall of Fame Bowl (Tampa, FL))	North Carolina State	7	42	(23) Michigan	0		8
Big East	1994-09-03		W	W 1	0		Boston College	26	34	(5) Michigan	0		1
Ind	1994-09-10	@	W	W 2	0		(3) Notre Dame	24	26	(6) Michigan	0		2
Big 8	1994-09-24		L	L 1	1		(7) Colorado	27	26	(4) Michigan	0		2
Big Ten	1994-10-01	@	W	W 1	1		Iowa	14	29	(7) Michigan	0		3
Big Ten	1994-10-08		W	W 2	1		Michigan State	20	40	(7) Michigan	0		4
Big Ten	1994-10-15		L	L 1	2		(3) Penn State	31	24	(5) Michigan	0		4
Big Ten	1994-10-22	@	W	W 1	2		Illinois	14	19	(11) Michigan	0		5
Big Ten	1994-10-29		L	L 1	3		Wisconsin	31	19	(10) Michigan	0		5
Big Ten	1994-11-05	@	W	W 1	3		Purdue	23	45	(20) Michigan	0		6
Big Ten	1994-11-12		W	W 2	3		Minnesota	22	38	(19) Michigan	0		7
Big Ten	1994-11-19	@	L	L 1	4		(22) Ohio State	22	6	(15) Michigan	0		7
WAC	1994-12-30	N	W	W 1	4	Holiday Bowl (Holiday Bowl (San Diego, CA))	(10) Colorado State	14	24	(20) Michigan	0		8
ACC	1995-08-26		W	W 1	0	Pigskin Classic (Ann Arbor, MI)	(17) Virginia	17	18	(14) Michigan	0		1
Big Ten	1995-09-02	@	W	W 2	0		(25) Illinois	14	38	(13) Michigan	0		2
Ind	1995-09-09		W	W 3	0		Memphis	7	24	(11) Michigan	0		3
Big East	1995-09-16	@	W	W 4	0		Boston College	13	23	(11) Michigan	0		4
MAC	1995-09-30		W	W 5	0		Miami (OH)	19	38	(8) Michigan	0		5
Big Ten	1995-10-07		L	L 1	1		(25) Northwestern	19	13	(7) Michigan	0		5
Big Ten	1995-10-21	@	W	W 1	1		Indiana	17	34	(10) Michigan	0		6
Big Ten	1995-10-28		W	W 2	1		Minnesota	17	52	(9) Michigan	0		7
Big Ten	1995-11-04	@	L	L 1	2		Michigan State	28	25	(7) Michigan	0		7
Big Ten	1995-11-11		W	W 1	2		Purdue	0	5	(13) Michigan	0		8
Big Ten	1995-11-18	@	L	L 1	3		(19) Penn State	27	17	(12) Michigan	0		8
Big Ten	1995-11-25		W	W 1	3		(2) Ohio State	23	31	(18) Michigan	0		9
SWC	1995-12-28	N	L	L 1	4	Alamo Bowl (Alamo Bowl (San Antonio, TX))	(19) Texas A&M	22	20	(14) Michigan	0		9
Big Ten	1996-08-31		W	W 1	0		Illinois	8	20	(12) Michigan			1
Big 12	1996-09-14	@	W	W 2	0		(5) Colorado	13	20	(11) Michigan			2
Big East	1996-09-21		W	W 3	0		Boston College	14	20	(8) Michigan			3
Pac-10	1996-09-28		W	W 4	0		UCLA	9	38	(7) Michigan			4
Big Ten	1996-10-05	@	L	L 1	1		(22) Northwestern	17	16	(6) Michigan			4
Big Ten	1996-10-19		W	W 1	1		Indiana	20	27	(13) Michigan			5
Big Ten	1996-10-26	@	W	W 2	1		Minnesota	10	44	(10) Michigan			6
Big Ten	1996-11-02		W	W 3	1		Michigan State	29	45	(9) Michigan			7
Big Ten	1996-11-09	@	L	L 1	2		Purdue	9	3	(9) Michigan			7
Big Ten	1996-11-16		L	L 2	3		(11) Penn State	29	17	(16) Michigan			7
Big Ten	1996-11-23	@	W	W 1	3		(2) Ohio State	9	13	(21) Michigan			8
SEC	1997-01-01	N	L	L 1	4	Outback Bowl (Outback Bowl (Tampa, FL))	(16) Alabama	17	14	(15) Michigan			8
Big 12	1997-09-13		W	W 1	0		(8) Colorado	3	27	(14) Michigan			1
Big 12	1997-09-20		W	W 2	0		Baylor	3	38	(8) Michigan			2
Ind	1997-09-27		W	W 3	0		Notre Dame	14	21	(6) Michigan			3
Big Ten	1997-10-04	@	W	W 4	0		Indiana	0	37	(6) Michigan			4
Big Ten	1997-10-11		W	W 5	0		Northwestern	6	23	(6) Michigan			5
Big Ten	1997-10-18		W	W 6	0		(15) Iowa	24	28	(5) Michigan			6
Big Ten	1997-10-25	@	W	W 7	0		(15) Michigan State	7	23	(5) Michigan			7
Big Ten	1997-11-01		W	W 8	0		Minnesota	3	24	(4) Michigan			8
Big Ten	1997-11-08	@	W	W 9	0		(2) Penn State	8	34	(4) Michigan			9
Big Ten	1997-11-15	@	W	W 10	0		(23) Wisconsin	16	26	(1) Michigan			10
Big Ten	1997-11-22		W	W 11	0		(4) Ohio State	14	20	(1) Michigan			11
Pac-10	1998-01-01	N	W	W 12	0	Rose Bowl (Rose Bowl (Pasadena, CA))	(8) Washington State	16	21	(1) Michigan			12
Ind	1998-09-05	@	L	L 1	1		(22) Notre Dame	36	20	(5) Michigan			0
Big East	1998-09-12		L	L 2	2		(19) Syracuse	38	28	(13) Michigan			0
MAC	1998-09-19		W	W 1	2		Eastern Michigan	20	59	Michigan			1
Big Ten	1998-09-26		W	W 2	2		Michigan State	17	29	Michigan			2
Big Ten	1998-10-03	@	W	W 3	2		Iowa	9	12	(25) Michigan			3
Big Ten	1998-10-17	@	W	W 4	2		Northwestern	6	12	Michigan			4
Big Ten	1998-10-24		W	W 5	2		Indiana	10	21	Michigan			5
Big Ten	1998-10-31	@	W	W 6	2		Minnesota	10	15	(22) Michigan			6
Big Ten	1998-11-07		W	W 7	2		(9) Penn State	0	27	(22) Michigan			7
